"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 12:56:25 UTC 2024","Sun Mar 24 12:56:25 UTC 2024","172","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_get_app_review",""
"passed","Sun Mar 24 12:56:24 UTC 2024","Sun Mar 24 12:56:24 UTC 2024","172","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_us",""
"passed","Sun Mar 24 12:56:24 UTC 2024","Sun Mar 24 12:56:24 UTC 2024","94","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_name",""
"passed","Sun Mar 24 12:57:56 UTC 2024","Sun Mar 24 12:58:05 UTC 2024","8816","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_suggestions",""
"failed","Sun Mar 24 12:58:02 UTC 2024","Sun Mar 24 12:58:09 UTC 2024","7207","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_result",""
"passed","Sun Mar 24 12:58:14 UTC 2024","Sun Mar 24 12:58:28 UTC 2024","13433","Tests.Steam_website","Steam_cart_test","steam_cart_tests_2_firefox","","","test_add_to_cart",""
"passed","Sun Mar 24 12:56:24 UTC 2024","Sun Mar 24 12:56:25 UTC 2024","219","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_min_play_time",""
"passed","Sun Mar 24 12:56:27 UTC 2024","Sun Mar 24 12:58:02 UTC 2024","94405","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_empty_search",""
"passed","Sun Mar 24 12:56:25 UTC 2024","Sun Mar 24 12:56:25 UTC 2024","250","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_app_review_language",""
"passed","Sun Mar 24 12:56:27 UTC 2024","Sun Mar 24 12:57:47 UTC 2024","79745","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_suggestions",""
"passed","Sun Mar 24 12:56:23 UTC 2024","Sun Mar 24 12:56:24 UTC 2024","672","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_advanced_search",""
"passed","Sun Mar 24 12:58:03 UTC 2024","Sun Mar 24 12:58:10 UTC 2024","6845","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_suggestions",""
