"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 20:00:33 UTC 2024","Tue Mar 26 20:00:42 UTC 2024","8830","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_empty_search",""
"failed","Tue Mar 26 19:58:38 UTC 2024","Tue Mar 26 19:58:49 UTC 2024","11243","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_price_slider",""
"passed","Tue Mar 26 19:54:48 UTC 2024","Tue Mar 26 19:54:48 UTC 2024","125","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details",""
"passed","Tue Mar 26 19:54:47 UTC 2024","Tue Mar 26 19:54:48 UTC 2024","218","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_max_play_time",""
"failed","Tue Mar 26 19:59:40 UTC 2024","Tue Mar 26 19:59:51 UTC 2024","11060","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_price_slider",""
"passed","Tue Mar 26 19:54:48 UTC 2024","Tue Mar 26 19:54:48 UTC 2024","157","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_range_of_play_time",""
"passed","Tue Mar 26 20:00:55 UTC 2024","Tue Mar 26 20:01:04 UTC 2024","9157","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 19:54:46 UTC 2024","Tue Mar 26 19:54:48 UTC 2024","1594","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_ACS_price_advanced_search",""
"passed","Tue Mar 26 19:54:46 UTC 2024","Tue Mar 26 19:54:46 UTC 2024","578","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_advanced_search",""
"passed","Tue Mar 26 20:01:39 UTC 2024","Tue Mar 26 20:01:49 UTC 2024","9775","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 19:54:47 UTC 2024","Tue Mar 26 19:54:47 UTC 2024","485","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_default_app_review_number",""
"passed","Tue Mar 26 19:55:35 UTC 2024","Tue Mar 26 19:56:59 UTC 2024","84068","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_1_edge","","","test_add_to_cart",""
"passed","Tue Mar 26 19:59:59 UTC 2024","Tue Mar 26 20:00:05 UTC 2024","6112","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_result",""
"passed","Tue Mar 26 19:54:46 UTC 2024","Tue Mar 26 19:54:47 UTC 2024","938","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search_found_apps",""
"passed","Tue Mar 26 19:56:59 UTC 2024","Tue Mar 26 19:58:20 UTC 2024","80390","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_2_firefox","","","test_add_to_cart",""
"passed","Tue Mar 26 20:01:16 UTC 2024","Tue Mar 26 20:01:25 UTC 2024","9583","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_add_game_to_wishlist",""
