"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 20:29:10 UTC 2024","Tue Mar 26 20:29:18 UTC 2024","8209","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_empty_search",""
"passed","Tue Mar 26 20:30:19 UTC 2024","Tue Mar 26 20:30:28 UTC 2024","8877","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 20:24:31 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","282","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_get_app_review",""
"passed","Tue Mar 26 20:24:31 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","406","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_default_app_review_number",""
"passed","Tue Mar 26 20:25:39 UTC 2024","Tue Mar 26 20:26:44 UTC 2024","65341","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_1_edge","","","test_add_to_cart",""
"passed","Tue Mar 26 20:28:11 UTC 2024","Tue Mar 26 20:28:23 UTC 2024","11249","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_1_edge","","","test_hide_wishlist_from_search",""
"passed","Tue Mar 26 20:24:33 UTC 2024","Tue Mar 26 20:25:39 UTC 2024","66162","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_0_chrome","","","test_add_to_cart",""
"passed","Tue Mar 26 20:29:24 UTC 2024","Tue Mar 26 20:29:30 UTC 2024","5809","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_suggestions",""
"passed","Tue Mar 26 20:24:28 UTC 2024","Tue Mar 26 20:24:30 UTC 2024","2298","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_DESC_price_advanced_search",""
"failed","Tue Mar 26 20:30:41 UTC 2024","Tue Mar 26 20:30:52 UTC 2024","10359","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 20:28:35 UTC 2024","Tue Mar 26 20:28:45 UTC 2024","10577","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_hide_owned_from_search",""
"passed","Tue Mar 26 20:29:49 UTC 2024","Tue Mar 26 20:29:56 UTC 2024","7056","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_suggestions",""
"passed","Tue Mar 26 20:24:28 UTC 2024","Tue Mar 26 20:24:28 UTC 2024","328","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search",""
"passed","Tue Mar 26 20:27:32 UTC 2024","Tue Mar 26 20:27:40 UTC 2024","8137","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_hide_owned_from_search",""
"passed","Tue Mar 26 20:24:29 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","2252","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_ACS_price_advanced_search",""
"passed","Tue Mar 26 20:29:30 UTC 2024","Tue Mar 26 20:29:41 UTC 2024","11107","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_empty_search",""
"passed","Tue Mar 26 20:24:28 UTC 2024","Tue Mar 26 20:24:29 UTC 2024","578","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_advanced_search",""
"passed","Tue Mar 26 20:24:29 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","1970","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_default_app_review_number",""
"passed","Tue Mar 26 20:30:28 UTC 2024","Tue Mar 26 20:30:41 UTC 2024","13564","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_remove_from_wishlist",""
"passed","Tue Mar 26 20:24:28 UTC 2024","Tue Mar 26 20:24:30 UTC 2024","1095","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search_found_apps",""
"failed","Tue Mar 26 20:28:57 UTC 2024","Tue Mar 26 20:29:10 UTC 2024","12999","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_price_slider",""
"passed","Tue Mar 26 20:24:30 UTC 2024","Tue Mar 26 20:24:30 UTC 2024","297","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_max_play_time",""
"passed","Tue Mar 26 20:24:28 UTC 2024","Tue Mar 26 20:24:29 UTC 2024","281","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_uk",""
"passed","Tue Mar 26 20:31:17 UTC 2024","Tue Mar 26 20:31:31 UTC 2024","14553","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_remove_from_wishlist",""
"passed","Tue Mar 26 20:26:44 UTC 2024","Tue Mar 26 20:27:32 UTC 2024","48339","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_2_firefox","","","test_add_to_cart",""
"passed","Tue Mar 26 20:28:02 UTC 2024","Tue Mar 26 20:28:11 UTC 2024","9077","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_1_edge","","","test_hide_owned_from_search",""
"passed","Tue Mar 26 20:30:05 UTC 2024","Tue Mar 26 20:30:12 UTC 2024","6768","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_result",""
"passed","Tue Mar 26 20:31:05 UTC 2024","Tue Mar 26 20:31:17 UTC 2024","11794","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 20:24:31 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","328","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_app_review_language",""
"passed","Tue Mar 26 20:29:41 UTC 2024","Tue Mar 26 20:29:49 UTC 2024","7575","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_result",""
"passed","Tue Mar 26 20:27:40 UTC 2024","Tue Mar 26 20:27:51 UTC 2024","10220","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_hide_wishlist_from_search",""
"failed","Tue Mar 26 20:28:23 UTC 2024","Tue Mar 26 20:28:35 UTC 2024","12315","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_1_edge","","","test_price_slider",""
"passed","Tue Mar 26 20:30:52 UTC 2024","Tue Mar 26 20:31:05 UTC 2024","13187","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_remove_from_wishlist",""
"passed","Tue Mar 26 20:29:18 UTC 2024","Tue Mar 26 20:29:24 UTC 2024","5693","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_result",""
"passed","Tue Mar 26 20:24:30 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","687","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_min_play_time",""
"passed","Tue Mar 26 20:28:45 UTC 2024","Tue Mar 26 20:28:57 UTC 2024","11763","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_hide_wishlist_from_search",""
"passed","Tue Mar 26 20:24:29 UTC 2024","Tue Mar 26 20:24:29 UTC 2024","298","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_us",""
"passed","Tue Mar 26 20:30:12 UTC 2024","Tue Mar 26 20:30:19 UTC 2024","7216","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_suggestions",""
"passed","Tue Mar 26 20:24:30 UTC 2024","Tue Mar 26 20:24:30 UTC 2024","328","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_name",""
"passed","Tue Mar 26 20:24:31 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","313","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_range_of_play_time",""
"passed","Tue Mar 26 20:24:28 UTC 2024","Tue Mar 26 20:24:28 UTC 2024","312","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_IL",""
"passed","Tue Mar 26 20:24:30 UTC 2024","Tue Mar 26 20:24:31 UTC 2024","297","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details",""
"failed","Tue Mar 26 20:27:51 UTC 2024","Tue Mar 26 20:28:02 UTC 2024","11399","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_price_slider",""
"passed","Tue Mar 26 20:29:56 UTC 2024","Tue Mar 26 20:30:05 UTC 2024","9370","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_empty_search",""
