"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 09:54:12 UTC 2024","Sun Mar 24 09:54:23 UTC 2024","10693","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_suggestions",""
"passed","Sun Mar 24 09:54:04 UTC 2024","Sun Mar 24 09:54:19 UTC 2024","15609","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_empty_search",""
"passed","Sun Mar 24 09:52:59 UTC 2024","Sun Mar 24 09:52:59 UTC 2024","94","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_uk",""
"passed","Sun Mar 24 09:53:02 UTC 2024","Sun Mar 24 09:54:08 UTC 2024","65307","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_empty_search",""
"passed","Sun Mar 24 09:52:59 UTC 2024","Sun Mar 24 09:52:59 UTC 2024","172","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_max_play_time",""
"failed","Sun Mar 24 09:54:39 UTC 2024","Sun Mar 24 09:54:56 UTC 2024","16831","Tests.Steam_website","Wishlist_API_test","wishlist_api_tests_1_edge","","","test_add_game_to_wishlist",""
"passed","Sun Mar 24 09:54:23 UTC 2024","Sun Mar 24 09:54:39 UTC 2024","16053","Tests.Steam_website","Steam_cart_test","steam_cart_tests_1_edge","","","test_add_to_cart",""
"passed","Sun Mar 24 09:52:59 UTC 2024","Sun Mar 24 09:52:59 UTC 2024","171","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_range_of_play_time",""
"passed","Sun Mar 24 09:54:26 UTC 2024","Sun Mar 24 09:54:40 UTC 2024","14096","Tests.Steam_website","Wishlist_API_test","wishlist_api_tests_0_chrome","","","test_remove_from_wishlist",""
"passed","Sun Mar 24 09:52:59 UTC 2024","Sun Mar 24 09:53:00 UTC 2024","1283","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_ACS_price_advanced_search",""
"passed","Sun Mar 24 09:52:58 UTC 2024","Sun Mar 24 09:52:58 UTC 2024","250","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search",""
