"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","375","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_IL",""
"passed","Sun Mar 24 11:54:24 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","172","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_min_play_time",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","219","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_default_app_review_number",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","78","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_name",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","626","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_advanced_search",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","360","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","203","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_us",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","172","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_uk",""
"passed","Sun Mar 24 11:54:24 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","172","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_max_play_time",""
"passed","Sun Mar 24 11:54:24 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","94","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details",""
"passed","Sun Mar 24 11:54:24 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","266","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_range_of_play_time",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","1673","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_DESC_price_advanced_search",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:23 UTC 2024","501","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search_found_apps",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","1328","","","","","","test_sorting_by_ACS_price_advanced_search",""
"passed","Sun Mar 24 11:54:24 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","173","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_get_app_review",""
"passed","Sun Mar 24 11:54:23 UTC 2024","Sun Mar 24 11:54:24 UTC 2024","156","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_default_app_review_number",""
