"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 19:32:45 UTC 2024","Tue Mar 26 19:32:45 UTC 2024","250","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_app_review_language",""
"passed","Tue Mar 26 19:32:44 UTC 2024","Tue Mar 26 19:32:44 UTC 2024","204","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_max_play_time",""
"passed","Tue Mar 26 19:37:12 UTC 2024","Tue Mar 26 19:37:15 UTC 2024","2783","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_suggestions",""
"passed","Tue Mar 26 19:37:27 UTC 2024","Tue Mar 26 19:37:31 UTC 2024","3919","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_suggestions",""
"passed","Tue Mar 26 19:37:31 UTC 2024","Tue Mar 26 19:37:38 UTC 2024","6937","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_empty_search",""
"passed","Tue Mar 26 19:32:46 UTC 2024","Tue Mar 26 19:33:29 UTC 2024","42741","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_0_chrome","","","test_add_to_cart",""
"passed","Tue Mar 26 19:37:15 UTC 2024","Tue Mar 26 19:37:22 UTC 2024","7180","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_empty_search",""
"passed","Tue Mar 26 19:36:38 UTC 2024","Tue Mar 26 19:36:49 UTC 2024","11090","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_hide_wishlist_from_search",""
"passed","Tue Mar 26 19:38:28 UTC 2024","Tue Mar 26 19:38:39 UTC 2024","10845","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 19:38:39 UTC 2024","Tue Mar 26 19:38:52 UTC 2024","13427","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_remove_from_wishlist",""
"failed","Tue Mar 26 19:36:17 UTC 2024","Tue Mar 26 19:36:28 UTC 2024","11616","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_1_edge","","","test_price_slider",""
"passed","Tue Mar 26 19:32:43 UTC 2024","Tue Mar 26 19:32:43 UTC 2024","531","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_advanced_search",""
"passed","Tue Mar 26 19:32:44 UTC 2024","Tue Mar 26 19:32:45 UTC 2024","188","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_min_play_time",""
"passed","Tue Mar 26 19:35:57 UTC 2024","Tue Mar 26 19:36:07 UTC 2024","9208","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_1_edge","","","test_hide_owned_from_search",""
"passed","Tue Mar 26 19:33:29 UTC 2024","Tue Mar 26 19:34:25 UTC 2024","56457","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_1_edge","","","test_add_to_cart",""
"passed","Tue Mar 26 19:37:22 UTC 2024","Tue Mar 26 19:37:27 UTC 2024","5014","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_result",""
"passed","Tue Mar 26 19:32:44 UTC 2024","Tue Mar 26 19:32:45 UTC 2024","218","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_range_of_play_time",""
"passed","Tue Mar 26 19:32:43 UTC 2024","Tue Mar 26 19:32:43 UTC 2024","312","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_IL",""
"passed","Tue Mar 26 19:32:43 UTC 2024","Tue Mar 26 19:32:45 UTC 2024","1844","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_DESC_price_advanced_search",""
"passed","Tue Mar 26 19:36:28 UTC 2024","Tue Mar 26 19:36:38 UTC 2024","9792","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_hide_owned_from_search",""
"passed","Tue Mar 26 19:32:45 UTC 2024","Tue Mar 26 19:32:45 UTC 2024","203","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details",""
"passed","Tue Mar 26 19:32:43 UTC 2024","Tue Mar 26 19:32:45 UTC 2024","1438","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_ACS_price_advanced_search",""
"passed","Tue Mar 26 19:36:07 UTC 2024","Tue Mar 26 19:36:17 UTC 2024","10105","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_1_edge","","","test_hide_wishlist_from_search",""
"passed","Tue Mar 26 19:35:38 UTC 2024","Tue Mar 26 19:35:47 UTC 2024","8993","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_hide_wishlist_from_search",""
"passed","Tue Mar 26 19:32:43 UTC 2024","Tue Mar 26 19:32:44 UTC 2024","782","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search_found_apps",""
"passed","Tue Mar 26 19:38:15 UTC 2024","Tue Mar 26 19:38:28 UTC 2024","12666","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_remove_from_wishlist",""
"passed","Tue Mar 26 19:37:47 UTC 2024","Tue Mar 26 19:37:55 UTC 2024","7887","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 19:38:06 UTC 2024","Tue Mar 26 19:38:15 UTC 2024","9315","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_add_game_to_wishlist",""
"passed","Tue Mar 26 19:37:38 UTC 2024","Tue Mar 26 19:37:43 UTC 2024","4407","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_result",""
"passed","Tue Mar 26 19:32:44 UTC 2024","Tue Mar 26 19:32:44 UTC 2024","360","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_default_app_review_number",""
"passed","Tue Mar 26 19:32:44 UTC 2024","Tue Mar 26 19:32:44 UTC 2024","187","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_us",""
"passed","Tue Mar 26 19:37:00 UTC 2024","Tue Mar 26 19:37:07 UTC 2024","6652","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_empty_search",""
"passed","Tue Mar 26 19:37:07 UTC 2024","Tue Mar 26 19:37:12 UTC 2024","5267","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_result",""
"passed","Tue Mar 26 19:37:43 UTC 2024","Tue Mar 26 19:37:47 UTC 2024","4058","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_suggestions",""
"failed","Tue Mar 26 19:36:49 UTC 2024","Tue Mar 26 19:37:00 UTC 2024","11212","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_2_firefox","","","test_price_slider",""
"passed","Tue Mar 26 19:35:30 UTC 2024","Tue Mar 26 19:35:38 UTC 2024","7563","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_hide_owned_from_search",""
"passed","Tue Mar 26 19:32:43 UTC 2024","Tue Mar 26 19:32:44 UTC 2024","359","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_uk",""
"failed","Tue Mar 26 19:35:47 UTC 2024","Tue Mar 26 19:35:57 UTC 2024","10386","Tests.Steam_website","Search_Page_Search_test","HomePage_Search_Tests_0_chrome","","","test_price_slider",""
"passed","Tue Mar 26 19:37:55 UTC 2024","Tue Mar 26 19:38:06 UTC 2024","11602","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_remove_from_wishlist",""
"passed","Tue Mar 26 19:32:44 UTC 2024","Tue Mar 26 19:32:44 UTC 2024","203","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_name",""
