"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 14:07:38 UTC 2024","Sun Mar 24 14:07:46 UTC 2024","7452","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_suggestions",""
"passed","Sun Mar 24 14:07:34 UTC 2024","Sun Mar 24 14:07:38 UTC 2024","4056","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_suggestions",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","219","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_range_of_play_time",""
"passed","Sun Mar 24 14:07:45 UTC 2024","Sun Mar 24 14:07:54 UTC 2024","9452","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_empty_search",""
"passed","Sun Mar 24 14:07:46 UTC 2024","Sun Mar 24 14:07:53 UTC 2024","7629","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_result",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:06:59 UTC 2024","344","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search",""
"passed","Sun Mar 24 14:08:05 UTC 2024","Sun Mar 24 14:08:18 UTC 2024","12086","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_add_game_to_wishlist",""
"failed","Sun Mar 24 14:07:54 UTC 2024","Sun Mar 24 14:08:05 UTC 2024","11202","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_add_game_to_wishlist",""
"passed","Sun Mar 24 14:08:01 UTC 2024","Sun Mar 24 14:08:06 UTC 2024","4977","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_2_firefox","","","test_search_suggestions",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","753","Tests.Steam_API","test_Store_Search_api","store_search_tests","","","test_store_search_found_apps",""
"passed","Sun Mar 24 14:07:01 UTC 2024","Sun Mar 24 14:07:01 UTC 2024","218","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_app_review_language",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:06:59 UTC 2024","578","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_advanced_search",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:01 UTC 2024","219","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","1816","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_DESC_price_advanced_search",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","203","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_min_play_time",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:06:59 UTC 2024","375","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_IL",""
"passed","Sun Mar 24 14:08:08 UTC 2024","Sun Mar 24 14:08:23 UTC 2024","15106","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_2_firefox","","","test_remove_from_wishlist",""
"passed","Sun Mar 24 14:07:02 UTC 2024","Sun Mar 24 14:07:34 UTC 2024","32108","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_search_result",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:07:01 UTC 2024","1457","Tests.Steam_API","test_advanced_search_api","app_review_api_tests","","","test_sorting_by_ACS_price_advanced_search",""
"passed","Sun Mar 24 14:07:38 UTC 2024","Sun Mar 24 14:07:45 UTC 2024","6670","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_search_result",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","219","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_get_app_review",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","219","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_default_app_review_number",""
"passed","Sun Mar 24 14:07:02 UTC 2024","Sun Mar 24 14:07:38 UTC 2024","35708","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_1_edge","","","test_empty_search",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","204","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_us",""
"passed","Sun Mar 24 14:07:00 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","219","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_filtering_review_by_max_play_time",""
"passed","Sun Mar 24 14:07:42 UTC 2024","Sun Mar 24 14:08:01 UTC 2024","19408","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_1_edge","","","test_add_to_cart",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:07:00 UTC 2024","379","Tests.Steam_API","test_app_review_api","app_review_api_tests","","","test_changing_default_app_review_number",""
"passed","Sun Mar 24 14:07:46 UTC 2024","Sun Mar 24 14:07:56 UTC 2024","9744","Tests.Steam_website","Steam_HomePage_test","HomePage_Search_Tests_0_chrome","","","test_empty_search",""
"passed","Sun Mar 24 14:08:07 UTC 2024","Sun Mar 24 14:08:23 UTC 2024","16674","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_remove_from_wishlist",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:06:59 UTC 2024","219","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_details_currency_uk",""
"passed","Sun Mar 24 14:06:59 UTC 2024","Sun Mar 24 14:06:59 UTC 2024","203","Tests.Steam_API","test_app_details","app_details_api_tests","","","test_get_app_name",""
"passed","Sun Mar 24 14:07:02 UTC 2024","Sun Mar 24 14:07:42 UTC 2024","39837","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_0_chrome","","","test_add_to_cart",""
"passed","Sun Mar 24 14:07:02 UTC 2024","Sun Mar 24 14:07:46 UTC 2024","43837","Tests.Steam_website","Cart_UI_API_test","steam_cart_tests_2_firefox","","","test_add_to_cart",""
"passed","Sun Mar 24 14:07:53 UTC 2024","Sun Mar 24 14:08:07 UTC 2024","13294","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_0_chrome","","","test_remove_from_wishlist",""
"passed","Sun Mar 24 14:07:56 UTC 2024","Sun Mar 24 14:08:08 UTC 2024","12548","Tests.Steam_website","Wishlist_UI_API_test","wishlist_api_tests_1_edge","","","test_add_game_to_wishlist",""
